GeoID,County,Year,Accommodation and food services,"Arts, entertainment, and recreation",Educational services,Administrative and support and waste management and remediation services,"Agriculture, forestry, fishing and hunting",Construction,Durable goods manufacturing,Finance and insurance,Government and government enterprises,Health care and social assistance,Information,Natural resources and mining,Nondurable goods manufacturing,Other services (except government and government enterprises),Private industries,Professional and business services,Real estate and rental and leasing,Retail trade,Transportation and warehousing,Utilities,Wholesale trade,TOT_POP,TOT_MALE,TOT_FEMALE,Unemployment_Rate,Per_Capita_Personal_Income,Real_GDP,Percent_Change_Real_GDP,Bachelor_Degree_or_Higher_Pct
13091,"Dodge, GA",2014,0.06,0.0,0.01,,-1.83,-0.09,0.16,0.07,-0.69,-0.08,0.11,-1.85,0.88,0.03,-2.91,0.07,-1.85,0.16,0.09,-0.05,-0.65,21167,11043.0,10124.0,9.8,27121,448161,-3.6,14.4
13091,"Dodge, GA",2015,,,-0.01,-0.31,1.41,0.11,-0.27,-0.69,0.61,-0.1,0.13,1.36,2.365,0.05,2.94,,-0.7,-0.14,0.11,-0.05,-0.31,21133,11000.0,10133.0,8.5,27901,464089,3.6,14.7
13091,"Dodge, GA",2016,-0.35,0.0,0.0,,-0.36,-0.17,1.14,-0.59,-1.16,0.13,-0.14,-0.36,2.365,0.03,8.74,1.08,0.21,0.38,-0.25,0.13,-0.5,20866,10822.0,10044.0,6.6,28639,499300,7.6,13.5
13091,"Dodge, GA",2017,-0.04,-0.01,0.0,0.29,0.74,0.0,1.08,-0.64,-0.85,-0.14,-0.19,0.74,-2.43,-0.04,-12.56,0.36,-0.18,0.66,-0.01,-0.1,-0.89,20777,10786.0,9991.0,5.6,30016,432355,-13.4,14.6
13091,"Dodge, GA",2018,-0.01,-0.01,0.0,-0.1,-0.86,-0.05,0.2,-0.4,-0.23,-0.01,0.0,-0.86,-2.43,0.06,-4.6,-0.47,-0.55,0.6,-0.34,0.02,1.7400000000000002,20858,10835.0,10023.0,4.6,30689,411461,-4.8,13.7
13091,"Dodge, GA",2019,0.0,0.01,0.0,0.16,1.57,0.23,1.8,0.52,-2.22,0.35,0.17,1.57,2.365,-0.11,8.45,0.23,1.36,0.63,-0.46,0.0,-0.26,20672,10761.0,9911.0,4.9,31842,437111,6.2,14.3
13091,"Dodge, GA",2020,,,0.0,0.02,0.13,0.09,1.59,-0.24,-1.38,-0.5,-0.09,0.13,-1.44,0.08,-2.84,,0.42,-0.31,-0.09,0.24,-1.5500000000000005,19952,10485.0,9467.0,5.3,34535,418639,-4.2,15.3
13091,"Dodge, GA",2021,0.11,0.01,0.0,0.53,-1.02,0.31,0.82,0.02,-0.13,0.0,0.07,-1.02,0.71,-0.12,0.69,0.76,-1.9,0.11,0.06,0.01,0.77,19739,10336.0,9403.0,3.8,37957,421017,0.6,15.6
13091,"Dodge, GA",2022,0.01,0.01,0.01,-0.39,-0.54,-0.11,-0.47,-0.49,0.29,1.21,0.19,-0.54,-0.47,0.15,-2.75,-0.2,-1.23,-0.6,-0.02,-0.23,0.03,19903,10478.0,9425.0,3.4,36395,410637,-2.5,14.7
13091,"Dodge, GA",2023,0.09,,0.03,0.66,-0.77,-0.11,-0.3,0.5,0.16,0.54,,-0.77,-0.13,-0.66,0.29,0.73,-0.76,1.19,,0.01,-0.14,19799,10408.0,9391.0,3.5,38758,412479,0.4,15.2
13093,"Dooly, GA",2002,0.0,0.02,0.0,-0.2,-2.28,1.67,-0.58,-0.1,-0.92,0.04,,-2.28,-2.43,,-5.09,-0.26,0.59,0.15,,0.05,0.07,12207,,,5.7,19103,342289,-6.0,
13093,"Dooly, GA",2003,0.11,-0.09,0.03,-0.1,4.29,-1.97,,-1.23,-0.3,0.05,-0.12,4.79,,-0.02,6.26,-0.19,-0.55,0.43,,0.02,,12508,,,6.0,20068,362665,6.0,
13093,"Dooly, GA",2004,-0.01,-0.02,-0.03,0.0,-4.32,0.3,0.13,-1.47,-0.61,-0.01,,-4.869999999999999,1.39,-0.03,-8.03,,-0.19,0.26,1.22,0.02,,12848,,,5.9,19195,331327,-8.6,
13093,"Dooly, GA",2005,0.37,0.01,-0.09999999999999999,-0.06,4.29,-0.36,0.05,1.15,-0.28,0.32,-0.07,4.79,2.365,-0.06,10.67,-0.06,-0.46,1.68,-0.02,-0.05,-0.93,13292,,,6.2,20032,365735,10.4,
13093,"Dooly, GA",2006,,,0.0,0.0,-3.57,1.49,0.08,,-0.31,0.23,-0.04,-3.57,-2.43,-0.28,-3.4,0.0,,1.66,-0.23,0.05,-0.4,13719,,,5.5,19075,352132,-3.7,
13093,"Dooly, GA",2007,-0.17,,-0.03,0.04,-4.32,-0.63,,-2.17,-0.6,0.05,-0.02,-4.48,,0.56,-4.87,,1.0,0.45,-0.79,-0.02,-0.37,13867,,,5.3,19117,332853,-5.5,
13093,"Dooly, GA",2008,-0.1,0.0,-0.02,0.09,4.29,-1.15,0.02,1.05,-0.99,-0.12,0.0,4.79,-2.43,0.37,5.77,0.4,-0.62,-0.73,0.01,0.08,-0.27,14191,,,6.9,20984,348775,4.8,
13093,"Dooly, GA",2009,0.03,-0.01,0.02,0.07,4.29,-0.15,,2.19,0.31,-0.07,0.0,4.4,,-0.23,6.31,0.27,0.81,-0.68,0.13,-0.03,-0.57,14769,,,9.9,20605,371844,6.6,
13093,"Dooly, GA",2010,0.06,0.04,0.0,0.05,-4.32,0.48,0.58,-0.66,0.3,-0.34,0.01,-4.869999999999999,-2.43,-0.37,-16.33,0.02,0.31,-0.34,0.32,0.07,0.05,14850,8025.0,6825.0,11.4,19780,312229,-16.0,9.6
13093,"Dooly, GA",2011,-0.11,0.01,0.0,-0.08,4.29,-0.11,,-0.57,0.41,-0.12,0.01,4.79,,-0.39,6.83,-0.32,1.56,-0.26,0.21,0.23,-0.05,14610,7916.0,6694.0,12.8,22517,334825,7.2,10.2
13093,"Dooly, GA",2012,,,,-0.02,-2.88,0.25,1.34,-0.38,-0.25,-0.09,0.0,-2.87,-1.56,-0.05,-0.71,-0.3,2.48,-0.02,0.25,-0.03,0.21,14414,7801.0,6613.0,11.3,23878,331610,-1.0,9.7
13093,"Dooly, GA",2013,-0.13,-0.02,0.0,0.08,-4.32,-0.61,,,-0.13,0.05,0.0,-4.869999999999999,,-0.04,-3.44,0.05,,-0.33,-0.61,0.03,-0.12,14373,7762.0,6611.0,11.4,24226,319772,-3.6,10.1
13093,"Dooly, GA",2014,0.03,0.0,0.01,0.06,-4.32,0.03,0.96,0.1,-0.36,-0.48,0.0,-4.869999999999999,2.365,-0.08,-7.16,0.06,-3.41,-0.72,0.04,-0.04,-0.19,14248,7657.0,6591.0,9.7,24299,295720,-7.5,9.0
13093,"Dooly, GA",2015,-0.05,-0.06,0.0,-0.05,4.29,,,,-0.5,0.05,0.01,4.79,2.365,0.12,22.69,-0.1,,-0.04,0.34,-0.07,0.01,14033,7546.0,6487.0,7.6,27595,362622,22.6,9.2
13093,"Dooly, GA",2016,,,,0.02,4.29,3.26,-0.48,,0.07,0.17,0.01,4.79,2.365,-0.04,18.02,0.01,,0.23,0.02,0.18,0.09,13870,7521.0,6349.0,5.6,30576,428224,18.1,11.3
13093,"Dooly, GA",2017,-0.07,-0.02,-0.04,0.03,-2.36,-3.25,,-0.49,0.18,-0.17,0.02,-2.36,,-0.05,-2.4,-0.01,-0.36,0.09,0.04,-0.03,0.07,13694,7400.0,6294.0,4.9,33059,418725,-2.2,9.9
13093,"Dooly, GA",2018,0.19,0.0,-0.06,0.08,-2.0,-0.07,-2.67,,-0.47,-0.09,-0.01,-2.0,-1.14,-0.11,-3.04,0.1,,0.18,,0.04,,13718,7450.0,6268.0,4.5,33906,404028,-3.5,11.3
13093,"Dooly, GA",2019,0.12,,-0.06,0.41,4.29,,0.17,-0.01,-0.12,0.0,-0.02,4.79,,0.06,1.07,0.44,-2.91,0.27,-0.2,0.0,,13400,7273.0,6127.0,3.6,37944,407876,1.0,12.1
13093,"Dooly, GA",2020,-0.12,,-0.05,-0.15,-4.32,,-0.36,-0.61,-1.34,-0.06,-0.01,-4.45,,-0.1,-7.07,-0.17,1.86,-0.17,,0.06,0.3,11159,6187.0,4972.0,9.2,40540,373561,-8.4,12.9
13093,"Dooly, GA",2021,,,0.04,1.12,-0.9,0.12,,-0.31,-0.58,0.01,,-0.9,,0.49,-2.09,1.21,-2.65,-0.05,0.48,-0.16,-1.5500000000000005,10879,6066.0,4813.0,7.6,44576,363562,-2.7,13.6
13093,"Dooly, GA",2022,0.1,-0.01,0.01,0.12,-1.46,0.23,0.39,-0.74,0.21,0.42,0.0,-1.46,2.365,0.07,0.13,0.16,-0.91,-0.26,-0.38,-0.19,-0.07,10639,5835.0,4804.0,3.8,45682,364797,0.3,13.0
13093,"Dooly, GA",2023,-0.2,0.0,0.01,-0.34,-0.55,0.03,-0.88,-0.41,0.29,0.04,0.01,-0.55,-2.43,-0.06,-6.7,-0.21,-0.48,0.81,0.59,-0.03,0.23,11056,6218.0,4838.0,3.6,43325,341400,-6.4,13.4
13095,"Dougherty, GA",2002,-0.16,-0.02,0.03,-0.17,0.01,0.37,0.04,0.59,0.09,0.36,0.18,0.01,-0.33,0.01,0.41,-0.17,-0.45,0.13,-0.23,0.06,-0.04,95429,,,6.1,24267,4927807,0.5,
13095,"Dougherty, GA",2003,0.13,0.03,0.11,0.02,-0.06,-0.29,-0.14,-0.39,0.41,0.16,0.0,-0.05,-0.68,0.0,-0.49,0.07,0.08,0.16,0.14,0.05,0.09,95015,,,5.7,25355,4923898,-0.1,
13095,"Dougherty, GA",2004,0.09,0.02,0.03,0.08,-0.05,0.14,-0.18,-0.24,-0.15,0.18,0.2,-0.05,1.86,-0.05,2.29,0.09,0.1,0.12,-0.17,-0.09,0.24,94596,,,6.0,25677,5029104,2.1,
13095,"Dougherty, GA",2005,0.12,0.02,-0.04,0.18,0.1,-0.76,0.19,0.39,0.91,0.23,0.36,0.1,-0.92,-0.05,-0.16,0.23,-0.84,0.18,0.36,0.16,0.12,94610,,,6.2,26038,5067248,0.8,
13095,"Dougherty, GA",2006,0.09,-0.02,0.01,0.11,0.03,-1.13,0.11,-0.03,-0.09,0.31,0.33,0.13,-1.97,-0.21,-3.53,0.25,-0.61,-0.01,-0.81,-0.16,0.18,94418,,,6.0,26442,4883524,-3.6,
13095,"Dougherty, GA",2007,-0.05,0.02,0.05,-0.03,-0.14,0.27,0.09,0.0,-0.17,-0.15,0.25,-0.17,-1.12,0.06,-2.02,-0.39,-0.41,-0.51,-0.23,0.01,0.27,94522,,,5.6,27135,4776574,-2.2,
13095,"Dougherty, GA",2008,-0.07,-0.03,0.03,0.13,0.06,0.24,0.06,0.13,-0.81,0.36,-0.06,-0.04,-2.43,0.08,-1.4,0.52,0.47,-0.14,-0.07,0.03,0.45,94363,,,7.1,27880,4670979,-2.2,
13095,"Dougherty, GA",2009,-0.08,0.02,0.05,0.32,,-0.48,-0.54,0.87,1.27,0.39,-0.16,,-2.43,0.07,-3.4,0.37,0.61,-0.45,-0.3,,,94688,,,10.5,28390,4571213,-2.1,
13095,"Dougherty, GA",2010,0.14,0.08,-0.02,0.37,0.12,0.12,-0.02,-0.4,0.41,0.64,-0.12,0.12,-2.43,0.03,-3.02,0.66,-0.26,-0.05,0.04,0.07,0.01,94521,43936.0,50585.0,12.4,29572,4451676,-2.6,19.6
13095,"Dougherty, GA",2011,0.15,0.01,-0.06,-0.31,,0.01,0.07,-0.09,-0.12,0.61,0.06,,0.84,0.09,0.92,-0.34,-0.27,0.1,-0.02,,,95080,44303.0,50777.0,12.0,31202,4487391,0.8,18.6
13095,"Dougherty, GA",2012,0.11,-0.03,-0.07,0.03,,-0.74,0.09,0.36,-0.72,0.59,0.01,,0.96,-0.07,1.28,-0.01,0.35,0.0,0.12,,,94716,44030.0,50686.0,11.1,30722,4512461,0.6,18.1
13095,"Dougherty, GA",2013,0.01,-0.06,-0.04,-0.17,0.0,0.22,-0.04,0.09,-1.14,0.21,0.32,0.0,0.7,0.01,1.31,-0.18,0.02,0.0,-0.09,0.07,0.05,93441,43280.0,50161.0,10.3,30527,4520163,0.2,17.8
13095,"Dougherty, GA",2014,0.15,0.01,-0.01,0.23,,-0.01,-0.01,0.21,-1.06,-0.58,0.17,,0.02,0.01,0.16,0.25,0.01,-0.19,-0.06,,,92775,43100.0,49675.0,9.3,31690,4479435,-0.9,17.8
13095,"Dougherty, GA",2015,0.22,-0.06,-0.04,0.14,,0.22,0.05,-0.55,-1.97,0.08,0.43,,0.71,-0.06,1.46,0.38,-0.09,0.22,-0.1,,,91556,42427.0,49129.0,7.8,32485,4456712,-0.5,18.9
13095,"Dougherty, GA",2016,0.0,-0.01,-0.01,0.53,,0.55,0.23,-0.61,-0.27,0.14,0.02,,0.22,0.08,1.49,0.43,0.15,0.48,-0.01,,,90365,41808.0,48557.0,7.2,33056,4511352,1.2,19.8
13095,"Dougherty, GA",2017,0.01,-0.05,-0.06,0.33,,-0.31,0.08,-0.27,0.24,-0.23,-0.25,,-0.89,-0.07,-1.34,0.2,0.14,0.41,,0.26,-0.08,89537,41370.0,48167.0,6.4,33691,4461822,-1.1,20.7
13095,"Dougherty, GA",2018,0.05,0.0,-0.01,0.22,-0.19,-0.58,-0.06,0.66,-0.19,0.55,0.08,,-0.09,-0.09,0.6,0.58,-0.62,0.24,,-0.13,0.24,89247,41141.0,48106.0,5.5,34395,4480209,0.4,21.4
13095,"Dougherty, GA",2019,-0.1,0.0,0.01,0.18,,0.64,0.14,-0.23,0.27,0.35,0.22,0.6,-0.42,-0.11,1.26,-0.45,-0.03,0.23,0.17,0.26,-0.15,87854,40404.0,47450.0,5.1,36369,4549008,1.5,21.4
13095,"Dougherty, GA",2020,-0.6,-0.04,0.03,0.24,0.05,-0.2,0.16,0.03,-0.64,-0.71,-0.23,0.05,0.73,-0.24,-1.2,-0.16,-0.43,-0.65,0.23,0.26,0.29,85161,39104.0,46057.0,9.3,40991,4465284,-1.8,22.2
13095,"Dougherty, GA",2021,0.7700000000000001,0.09,0.0,0.68,-0.53,-0.28,0.34,-0.03,-0.01,0.93,0.11,-0.53,2.0,0.23,5.89,1.15,0.47,0.13,0.07,-0.08,0.0,82271,37819.0,44452.0,6.7,46311,4727757,5.9,22.6
13095,"Dougherty, GA",2022,-0.06,0.01,0.03,0.4,-0.04,-0.5,0.13,0.52,-0.55,-0.08,0.67,-0.04,-0.63,-0.03,2.59,0.76,0.22,-0.21,0.05,0.03,0.13,82972,37926.0,45046.0,4.7,45927,4824480,2.0,23.3
13095,"Dougherty, GA",2023,0.21,0.01,-0.01,-0.68,-0.1,-0.16,0.2,-0.45,-0.21,1.0,-0.5900000000000001,-0.1,-0.06,-0.25,0.13,-0.61,0.28,0.75,0.01,-0.1,0.2,82635,37565.0,45070.0,4.5,47803,4820604,-0.1,23.2
13097,"Douglas, GA",2002,0.16,0.0,0.01,0.12,0.0,0.2,-0.07,0.1,0.6,-0.35,0.2,0.02,0.75,-0.27,3.42,0.41,1.01,0.93,0.0,0.08,0.24,98582,,,4.7,27248,3060139,4.0,
13097,"Douglas, GA",2003,0.28,0.02,0.05,0.13,0.01,0.26,0.52,-0.26,0.41,0.17,-0.54,0.05,0.3,-0.15,4.21,0.32,2.01,1.02,0.37,0.02,-0.24,102034,,,4.7,27632,3201362,4.6,
13097,"Douglas, GA",2004,0.33,0.04,0.02,0.63,0.0,0.62,0.9,-0.01,0.17,0.4,-0.05,0.02,0.67,-0.29,7.46,0.5,2.18,0.58,0.92,0.07,0.56,107377,,,4.8,28136,3445487,7.6,
13097,"Douglas, GA",2005,0.31,0.18000000000000002,0.01,0.64,0.0,-0.36,-0.1,0.75,0.36,0.18,0.24,-0.05,0.19,-0.09,6.68,0.63,2.22,0.68,1.14,-0.01,0.73,113354,,,5.6,28883,3688355,7.0,
13097,"Douglas, GA",2006,0.17,0.18000000000000002,0.06,-0.19,0.01,0.34,0.27,0.5,0.33,1.5300000000000002,0.15,0.05,-0.13,0.14,3.91,-0.19,-0.66,-0.01,-0.01,0.05,0.63,119918,,,5.0,29402,3844627,4.2,
13097,"Douglas, GA",2007,-0.38,0.18000000000000002,0.04,0.58,-0.01,-1.12,0.48,-0.04,0.19,-0.02,-0.07,-0.22,0.96,0.09,1.18,0.5,0.32,-0.69,0.14,0.03,0.95,125560,,,4.7,30143,3897334,1.4,
13097,"Douglas, GA",2008,-0.34,-0.17,0.05,-0.26,0.0,-1.37,0.6,-0.04,-0.12,0.1,-0.14,-0.11,-0.8,-0.25,-2.48,-0.05,0.71,-0.47,0.02,0.05,-0.18,129508,,,6.6,30376,3796280,-2.6,
13097,"Douglas, GA",2009,-0.41,-0.14,0.02,-0.76,0.0,-1.8,-1.0,0.89,0.35,0.32,-0.17,-0.1,-0.55,-0.44,-7.52,-0.98,-0.59,-0.96,0.01,-0.06,-1.5500000000000005,131292,,,10.8,29540,3523967,-7.2,
13097,"Douglas, GA",2010,0.08,0.04,-0.04,0.53,0.01,-0.49,-0.03,-0.57,0.25,-0.19,0.03,0.0,-0.41,-0.23,-0.11,0.47,0.72,-0.11,0.29,0.05,0.27,132575,63825.0,68750.0,11.1,29134,3528971,0.1,23.7
13097,"Douglas, GA",2011,-0.03,-0.17,0.0,0.26,0.0,-0.58,-0.32,0.04,-0.15,-0.14,0.0,-0.08,-0.52,-0.06,-2.38,0.29,-0.29,-0.43,0.35,0.04,0.25,133128,63992.0,69136.0,10.7,30503,3439719,-2.5,24.2
13097,"Douglas, GA",2012,0.0,-0.14,0.02,0.17,0.0,-0.57,0.77,0.59,-0.09,0.17,-0.15,-0.07,-0.3,0.12,3.29,0.22,2.51,-0.59,0.14,-0.04,0.63,133597,64115.0,69482.0,9.4,30864,3549794,3.2,24.8
13097,"Douglas, GA",2013,0.24,0.0,0.01,0.77,0.02,-0.28,1.11,-0.16,-0.19,0.61,0.25,-0.01,0.33,0.1,6.61,0.87,0.27,0.45,0.64,0.02,1.7400000000000002,136081,65327.0,70754.0,8.5,30983,3777712,6.4,24.4
13097,"Douglas, GA",2014,0.17,0.08,0.09,-0.2,-0.02,0.19,-0.32,0.45,-0.26,0.13,0.03,0.0,0.68,0.1,4.54,-0.16,1.06,0.21,0.32,-0.01,1.53,138082,66180.0,71902.0,7.4,32020,3939353,4.3,24.5
13097,"Douglas, GA",2015,0.12,-0.15,-0.01,0.19,0.01,-0.1,-0.5,-0.08,0.07,0.02,0.13,0.01,1.12,0.03,2.56,0.29,-0.67,0.65,0.12,0.11,1.47,140264,66880.0,73384.0,6.4,32999,4042952,2.6,26.0
13097,"Douglas, GA",2016,-0.02,0.1,0.0,0.12,-0.01,1.41,0.11,-0.34,-0.09,0.07,-0.41,0.05,0.57,-0.18,7.03,0.18,-0.84,0.83,1.35,0.01,1.7400000000000002,141824,67586.0,74238.0,5.7,33833,4323291,6.9,26.1
13097,"Douglas, GA",2017,-0.04,-0.04,-0.03,-0.05,,-0.35,-0.05,-0.16,0.22,0.18,0.22,,0.88,-0.04,4.2,0.18,0.26,0.74,0.81,-0.04,,143563,68263.0,75300.0,5.0,34736,4514446,4.4,26.7
13097,"Douglas, GA",2018,0.09,0.09,0.01,0.3,,0.6,0.09,-0.87,0.34,0.26,0.16,,-0.22,-0.03,3.01,0.7,1.0,0.69,,,-0.41,145260,69039.0,76221.0,4.2,35959,4665636,3.3,27.1
13097,"Douglas, GA",2019,0.1,-0.14,0.0,0.06,0.0,1.4,-0.01,0.38,0.17,0.47,0.06,0.04,0.4,-0.02,3.5,0.06,0.17,0.14,0.41,0.01,0.02,146680,69547.0,77133.0,3.8,37223,4836701,3.7,28.2
13097,"Douglas, GA",2020,-0.55,-0.12,-0.01,-0.64,0.01,-0.46,0.61,0.18,-0.38,-0.11,0.03,0.09,1.01,0.05,0.06,-0.67,-0.35,0.6,-0.07,0.05,-0.21,144678,69027.0,75651.0,7.6,40879,4821583,-0.3,28.1
13097,"Douglas, GA",2021,0.62,0.07,0.02,0.53,,1.04,0.46,0.15,0.04,0.6,0.0,-0.15,1.77,-0.08,8.45,0.88,1.35,1.43,0.58,-0.06,-0.21,145786,69390.0,76396.0,4.4,43879,5231179,8.5,29.4
13097,"Douglas, GA",2022,0.24,0.02,0.01,0.22,-0.01,-0.06,0.67,-0.41,0.43,0.35,0.11,0.14,-0.84,0.17,4.33,1.15,,0.14,1.35,,0.65,147690,70377.0,77313.0,3.4,43755,5480167,4.8,29.9
13097,"Douglas, GA",2023,-0.01,0.0,0.03,1.12,0.0,0.35,0.09,0.05,0.02,0.7,0.67,-0.06,-0.94,-0.11,3.9,1.53,1.2,1.19,-0.84,0.04,-0.15,149401,71003.0,78398.0,3.6,45636,5695324,3.9,30.8
13099,"Early, GA",2002,0.02,0.01,0.01,-0.01,1.3,-0.25,-0.23,-0.02,0.39,0.17,,1.3,-2.28,0.02,22.69,0.13,-0.4,-0.04,,0.26,,12047,,,5.4,23147,716654,27.5,
13099,"Early, GA",2003,0.0,-0.07,0.0,0.0,2.13,0.22,-0.3,-0.3,0.56,0.13,-0.18,2.13,1.38,-0.03,-18.78,0.35,-0.24,,0.14,-0.23,,11978,,,5.7,24521,586082,-18.2,
13099,"Early, GA",2004,,,0.03,0.23,-4.32,-0.15,0.03,,2.32,0.02,-0.05,-4.869999999999999,2.365,-0.03,-0.55,,,,-0.2,0.26,,11800,,,5.0,24869,602277,2.8,
13099,"Early, GA",2005,-0.07,-0.01,-0.02,,2.01,-0.22,-2.41,0.56,-0.02,-0.16,0.06,2.01,-2.43,0.03,-3.26,0.05,0.08,-0.05,,-0.23,,11749,,,5.5,26122,582557,-3.3,
13099,"Early, GA",2006,0.03,0.0,0.04,0.1,2.17,0.12,0.12,-0.47,-0.61,0.08,0.1,2.3,0.2,-0.07,2.71,,-0.23,,,0.26,-0.09,11648,,,5.0,27069,594764,2.1,
13099,"Early, GA",2007,-0.1,0.0,-0.02,,-3.18,0.2,1.84,0.22,0.31,-0.23,0.08,-3.12,-2.43,-0.06,-11.58,0.32,1.63,,,-0.23,-0.65,11429,,,5.6,28004,527719,-11.3,
13099,"Early, GA",2008,0.13,0.0,0.06,0.07,-0.91,-0.16,1.8,0.58,-0.07,0.06,0.09,-1.15,-2.43,-0.12,-4.14,0.04,-0.62,0.19,-0.25,0.26,-0.33,11262,,,6.8,29206,505491,-4.2,
13099,"Early, GA",2009,-0.08,0.03,0.04,,1.58,-0.29,-1.36,,-0.53,-0.07,0.01,1.58,-2.43,-0.14,-8.57,0.13,,0.41,-0.24,-0.23,-0.5,11101,,,10.5,29093,459524,-9.1,
13099,"Early, GA",2010,0.07,-0.01,-0.04,0.01,-0.71,,,,-0.35,-0.02,0.09,-0.71,0.88,-0.06,3.66,0.02,,0.73,-0.01,0.26,0.88,10983,5181.0,5802.0,11.6,30103,474739,3.3,13.5
13099,"Early, GA",2011,0.0,0.01,0.11,0.18,2.56,,,,-1.27,0.08,-0.07,2.56,2.365,-0.27,12.9,0.12,,0.33,0.24,0.26,0.66,10791,5071.0,5720.0,11.3,32351,529957,11.6,13.5
13099,"Early, GA",2012,,,0.08,0.13,-1.08,-0.03,-0.07,0.46,-0.38,0.2,-0.06,-1.08,2.365,-0.05,6.85,0.51,-1.08,0.02,0.09,0.02,1.46,10641,4983.0,5658.0,10.0,33614,564286,6.5,12.1
13099,"Early, GA",2013,-0.02,-0.03,-0.08,-0.2,-4.32,0.29,,-0.06,-0.33,0.32,-0.07,-4.869999999999999,,0.07,-2.46,-0.19,0.68,-0.02,0.05,-0.23,1.48,10543,4961.0,5582.0,9.1,31888,548527,-2.8,12.9
13099,"Early, GA",2014,0.03,0.0,0.04,-0.83,-4.32,-0.71,0.04,0.18,1.64,-0.03,,-4.869999999999999,-2.31,-0.08,-9.39,-0.43,-0.22,-0.06,-0.04,,1.69,10451,4918.0,5533.0,9.0,31205,506028,-7.7,14.8
13099,"Early, GA",2015,0.04,-0.01,-0.09999999999999999,-0.14,3.31,0.14,0.38,,1.19,0.05,-0.03,3.31,2.365,-0.01,8.1,-0.4,,0.08,0.07,-0.23,0.58,10459,4889.0,5570.0,7.0,32529,553014,9.3,15.2
13099,"Early, GA",2016,-0.16,0.01,-0.03,-0.04,0.33,-0.15,0.54,-0.2,-0.51,-0.04,,0.33,-1.93,0.1,-3.92,-0.01,-0.99,-1.23,-0.08,,-0.67,10310,4807.0,5503.0,8.0,33208,528512,-4.4,14.1
13099,"Early, GA",2017,-0.01,0.01,0.11,-0.15,-1.69,-0.14,0.16,,1.24,0.07,0.04,-1.69,-2.43,0.03,-6.41,-0.11,,0.05,,,-1.12,10313,4807.0,5506.0,6.4,33353,501197,-5.2,17.0
13099,"Early, GA",2018,0.02,-0.01,-0.02,-0.02,-1.03,0.66,-0.06,-0.37,-1.01,0.12,0.01,-1.03,-1.37,0.13,-0.37,0.34,-0.07,0.08,1.17,0.26,-1.5500000000000005,10255,4774.0,5481.0,5.4,33892,494286,-1.4,15.6
13099,"Early, GA",2019,0.0,0.01,-0.09999999999999999,0.36,4.12,,,,-0.78,0.22,0.05,4.12,-2.43,0.06,-0.48,0.34,,0.3,0.18,0.16,-0.08,10176,4730.0,5446.0,4.8,37181,488054,-1.3,15.1
13099,"Early, GA",2020,-0.25,-0.02,-0.09999999999999999,,-1.52,-0.33,3.29,-0.23,-1.2,-0.17,-0.05,-1.52,-1.46,0.03,6.03,0.97,1.62,-0.15,0.4,0.26,0.09,10796,5047.0,5749.0,6.6,40366,511655,4.8,13.7
13099,"Early, GA",2021,0.28,0.02,0.01,0.09,-0.16,0.36,-1.04,-0.09,-0.13,-0.42,0.03,-0.16,2.365,-0.06,0.64,0.0,-1.1,-0.24,1.12,-0.23,-1.37,10638,4922.0,5716.0,5.7,44303,514252,0.5,14.4
13099,"Early, GA",2022,0.16,-0.02,-0.09999999999999999,,-2.19,,1.32,-0.27,1.38,-0.78,0.04,,0.54,0.13,-0.4,0.35,0.22,-0.24,-0.29,0.26,-0.07,10567,4907.0,5660.0,4.4,43928,519262,1.0,14.0
13099,"Early, GA",2023,0.08,0.0,0.01,,-2.13,,0.49,0.15,-0.48,-0.67,0.06,,-1.75,-0.12,-4.0,-0.47,0.23,0.38,-0.35,0.26,0.03,10570,4911.0,5659.0,4.5,44161,496004,-4.5,16.1
13101,"Echols, GA",2002,0.0,0.04,0.0,,4.29,,,0.01,-0.28,0.0,0.08,4.79,0.03,,12.22,0.58,1.53,-0.05,,0.0,0.84,3751,,,3.4,18686,59814,11.9,
13101,"Echols, GA",2003,0.04,0.18000000000000002,0.02,0.37,-3.55,,,,0.39,-0.02,-0.13,-3.55,0.09,-0.27,-1.41,-0.01,,0.11,-0.72,0.0,1.7400000000000002,3844,,,3.0,18688,59204,-1.0,
13101,"Echols, GA",2004,0.04,0.09,0.02,,-4.32,,,0.01,-1.17,,-0.26,-4.869999999999999,0.11,,-13.68,-0.18,-1.01,-0.04,-0.22,0.02,,3926,,,3.0,18300,50411,-14.9,
13101,"Echols, GA",2005,0.14,-0.17,-0.01,,4.29,,,0.02,-0.48,-0.05,-0.08,4.79,0.12,,7.97,,2.42,-0.1,-0.22,-0.02,0.23,3946,,,3.4,19399,54187,7.5,
13101,"Echols, GA",2006,-0.03,-0.17,0.02,,3.43,,,0.03,-0.3,0.04,0.05,3.43,-0.11,,0.78,,-0.31,-0.15,-0.05,0.0,0.21,3913,,,3.1,19458,54445,0.5,
13101,"Echols, GA",2007,-0.16,0.04,0.03,,-3.97,,,-0.08,0.84,0.04,-0.08,-3.97,0.0,,3.46,,5.42,,,-0.03,,3938,,,3.1,19898,56782,4.3,
13101,"Echols, GA",2008,-0.06,-0.04,-0.02,0.16,,0.79,,0.04,0.11,0.02,-0.01,,-0.17,,-2.73,0.16,3.38,,,-0.01,,3954,,,4.4,20553,55298,-2.6,
